persona_id,trait_name,trait_category,inferred_value,ground_truth_value,similarity_score,confidence,rationale,is_selected,,
persona_043,household language,demographic,English only,English only,1,0.9,"All browsed domains are in English, and there is no evidence of using translation or language-learning services.",FALSE,,
persona_043,family presence and age,demographic,Has at least one school-age child with special needs,With related children 5 to 17 years only,0.608,0.95,"Visited `iepmommy.com`, a resource specifically for mothers of children with an Individualized Education Program (IEP).",FALSE,,
persona_043,health insurance,demographic,With health insurance coverage,With health insurance coverage,1,0.9,"As an employed nurse, it is extremely likely she has health insurance. Also visited insurance provider (`metlife.com`) and healthcare sites.",FALSE,,
persona_043,ideology,psychographic,Conservative,Progressive,0,0.9,"Visited `focusonthefamily.com`, a major American conservative think tank and organization.",FALSE,,
persona_043,political views,psychographic,Republican,Democrat,0,0.7,A direct political affiliation inference based on the strong signal of a conservative ideology from `focusonthefamily.com`.,FALSE,,
persona_043,lifestyle,behavioral,"Hectic but structured, focused on family, career advancement, and personal well-being.",Busy and health-conscious,0.469,0.85,"Balances nursing work, parenting (`iepmommy.com`), continuing education (`online.hbs.edu`), and stress management (`blog.calm.com`).",FALSE,,
persona_043,personal time,behavioral,"Gardening, online learning, and finding family-oriented activities.",Spends time with children or studying,0.462,0.8,"Visited sites for homesteading (`morningchores.com`), online courses (`edx.org`), and raising children (`doinggoodtogether.org`).",FALSE,,
persona_043,mannerisms,behavioral,"Empathetic, diligent, and a proactive planner.",Always carries a reusable water bottle,0.194,0.7,"Inferred from the demands of her profession (nursing), family life (mother to a special needs child), and pursuit of higher education.",FALSE,,
persona_043,defining quirks,behavioral,Passionately advocates for her child's educational needs while exploring AI ethics and sustainability.,Enjoys adventurous activities,0.25,0.75,Connects the strong signal from `iepmommy.com` with intellectual curiosities shown by visiting `ethics-of-ai.mooc.fi` and `www.sustainablejungle.com`.,FALSE,,
persona_043,detailed job description,occupational,"A pediatric registered nurse working in a hospital setting, who is actively studying for a future role in healthcare management or administration.",Provides basic nursing care under the direction of registered nurses and doctors,0.574,0.85,"Synthesizes evidence from nursing sites (`nurse.org`), pediatric hospitals (`archildrens.org`), and business/management education (`online.hbs.edu`, `www.deloitte.com`).",FALSE,,
persona_043,Big Five - Openness,psychographic,Average,Extremely High,0.376,0.7,High Conscientiousness from balancing work/school/family. High Agreeableness from nursing/parenting roles. High Neuroticism from seeking stress-management (`blog.calm.com`). Average Openness from exploring new ideas (`ethics-of-ai.mooc.fi`) while holding traditional values (`focusonthefamily.com`). Average Extraversion as signals are mixed between social profession and solitary hobbies.,FALSE,,
persona_043,Big Five - Conscientiousness,psychographic,High,Average,0,0.7,High Conscientiousness from balancing work/school/family. High Agreeableness from nursing/parenting roles. High Neuroticism from seeking stress-management (`blog.calm.com`). Average Openness from exploring new ideas (`ethics-of-ai.mooc.fi`) while holding traditional values (`focusonthefamily.com`). Average Extraversion as signals are mixed between social profession and solitary hobbies.,FALSE,,
persona_043,Big Five - Extraversion,psychographic,Average,Average,1,0.7,High Conscientiousness from balancing work/school/family. High Agreeableness from nursing/parenting roles. High Neuroticism from seeking stress-management (`blog.calm.com`). Average Openness from exploring new ideas (`ethics-of-ai.mooc.fi`) while holding traditional values (`focusonthefamily.com`). Average Extraversion as signals are mixed between social profession and solitary hobbies.,FALSE,,
persona_043,Big Five - Neuroticism,psychographic,High,Low,0,0.7,High Conscientiousness from balancing work/school/family. High Agreeableness from nursing/parenting roles. High Neuroticism from seeking stress-management (`blog.calm.com`). Average Openness from exploring new ideas (`ethics-of-ai.mooc.fi`) while holding traditional values (`focusonthefamily.com`). Average Extraversion as signals are mixed between social profession and solitary hobbies.,FALSE,,
persona_044,age,demographic,35,46,0.633,0.8,"Browsing related to parenting young children (totwalk.com, lexfun4kids.com) and an established healthcare career (amnhealthcare.com, physio-pedia.com) suggests an age range in the mid-30s.",FALSE,,
persona_044,sex,demographic,Female,Female,1,0.75,"Interests in home decor (housebeautiful.com), family recipes, and crafting (craftihouse.com), combined with a career in physical therapy (a female-majority field), point towards the user being female.",FALSE,,
persona_044,race,demographic,White alone,White alone,1,0.3,"No direct evidence is present. This is a low-confidence probabilistic inference based on the combination of inferred US location (Kentucky), profession (physical therapist), and religion (Catholic).",FALSE,,
persona_044,ancestry,demographic,German,German,1,0.85,"Specific visits to germanyfootsteps.com and www.mygermanexpert.com indicate a strong interest in or connection to Germany, likely through ancestry.",FALSE,,
persona_044,religion,demographic,Catholic,Catholic,1,0.98,"Explicit and repeated visits to Catholic-specific domains such as catholicinrecovery.com, www.franciscanmedia.org, and www.catholiccompany.com.",FALSE,,
persona_044,place of birth,demographic,Kentucky/KY,Kentucky/KY,1,0.6,Localized sites like www.kentuckytourism.com and lexfun4kids.com suggest current or past residency. Assumed US birth due to a lack of immigration-related sites.,FALSE,,
persona_044,citizenship,demographic,U.S. citizen,Born in the United States,0.615,0.9,"Browsing of multiple U.S. government websites (cdc.gov, epa.gov, nasa.gov) and a lack of any immigration or visa-related domains strongly suggests U.S. citizenship.",FALSE,,
persona_044,income,demographic,110000,140000,0.85,0.4,"Speculative estimate for a household income based on the inferred occupation of a physical therapist with a likely doctorate degree, a profession with above-average earnings.",FALSE,,
persona_044,education,demographic,Doctorate degree,Bachelor's degree,0.698,0.8,"Visits to professional resources (physio-pedia.com), academic research databases (pmc.ncbi.nlm.nih.gov), and university sites (umass.edu) suggest an advanced degree like a Doctor of Physical Therapy (DPT).",FALSE,,
persona_044,employment status,occupational,"Civilian employed, at work","Civilian employed, at work",1,0.9,"The domain amnhealthcare.com is a major healthcare staffing agency, indicating the user is actively employed or seeking work in the civilian healthcare sector.",FALSE,,
persona_044,industry category,occupational,Healthcare and Social Assistance,"MED-Residential Care Facilities, Except Skilled Nursing Facilities",0.431,0.95,"Numerous domains visited are directly related to the healthcare industry, including amnhealthcare.com, health.choc.org, and physio-pedia.com.",FALSE,,
persona_044,occupation category,occupational,Physical Therapists,MED-Physical Therapists,0.874,0.9,"The visit to www.physio-pedia.com, a collaborative, evidence-based resource for physical therapists, is a very strong indicator of this specific occupation.",FALSE,,
persona_044,class of worker,occupational,Employee of a private for-profit company,"Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions",0.829,0.5,"This is the most common employment arrangement for physical therapists (e.g., in private clinics or hospitals). This is a probabilistic inference without direct evidence.",FALSE,,
persona_044,marital status,demographic,Married,Married,1,0.8,"Browsing themes related to family life, such as simplyfamilyrecipes.com and activities for children (lexfun4kids.com), strongly suggest a married status.",FALSE,,
